63,Private,331527,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,14,United-States,0
43,Private,82077,Some-college,10,Divorced,?,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
37,Private,87369,9th,5,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0
20,Private,96483,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,8,United-States,0
17,Private,297117,11th,7,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
22,Private,201959,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,40,United-States,0
50,Private,146015,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,1
26,Private,217300,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,36,United-States,0
60,Private,153072,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,5,United-States,0
62,Private,128230,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,48,United-States,1
67,Private,63552,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,0,35,United-States,0
26,Private,133373,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,44,United-States,0
48,Private,136455,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,16,United-States,0
18,Private,216508,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,30,United-States,0
63,Private,257876,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
60,Private,230165,Bachelors,13,Married-civ-spouse,?,Husband,Black,Male,0,0,40,United-States,0
35,Private,224466,HS-grad,9,Never-married,?,Other-relative,Black,Male,0,0,24,United-States,0
61,Private,31285,7th-8th,4,Separated,?,Not-in-family,White,Male,0,0,40,United-States,0
68,Private,270339,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,0
25,Private,104614,11th,7,Never-married,?,Unmarried,White,Female,0,0,40,United-States,0
66,Private,194480,11th,7,Married-civ-spouse,?,Husband,White,Male,0,2377,2,United-States,1
65,Private,115513,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,5556,0,48,United-States,1
19,Private,400356,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
18,Private,348533,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,3,United-States,0
19,Private,372665,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
51,Private,203953,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,1
21,Private,517995,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,20,United-States,0
64,Private,201700,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
41,Private,27187,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,2415,12,United-States,1
36,Private,216256,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,3464,0,30,United-States,0
21,Private,163911,Some-college,10,Never-married,?,Own-child,White,Female,0,0,3,United-States,0
22,Private,57827,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
21,Private,231286,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,25,Jamaica,0
21,Private,213055,Some-college,10,Never-married,?,Unmarried,Other,Female,0,0,40,United-States,0
22,Private,120572,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
20,Private,326624,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
21,Private,152328,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
79,Private,100881,Assoc-acdm,12,Married-civ-spouse,?,Wife,White,Female,0,0,2,United-States,1
52,Private,73117,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,38,United-States,0
21,Private,520231,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
63,Private,424591,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
56,Private,154537,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,50,United-States,1
46,Private,177305,Assoc-voc,11,Married-civ-spouse,?,Wife,Black,Female,0,0,35,United-States,1
26,Private,39640,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,60,United-States,0
62,Private,103575,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,5178,0,40,United-States,1
67,Private,222362,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,1
17,Private,250541,11th,7,Never-married,?,Own-child,Black,Male,0,0,8,United-States,0
65,Private,369902,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,0
28,Private,192569,HS-grad,9,Never-married,?,Own-child,Black,Male,0,0,40,United-States,0
22,Private,354351,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,0
27,Private,147638,Masters,14,Never-married,?,Not-in-family,Other,Female,0,0,40,Japan,0
52,Private,224793,Bachelors,13,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,0
18,Private,352430,11th,7,Never-married,?,Own-child,White,Male,0,1602,30,United-States,0
17,Private,212125,10th,6,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
53,Private,133963,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
90,Private,225063,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Male,0,0,10,South,0
70,Private,88638,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,8,United-States,0
72,Private,173427,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,Cuba,0
34,Private,166545,Some-college,10,Married-civ-spouse,?,Wife,White,Female,7688,0,6,United-States,1
37,Private,70282,HS-grad,9,Never-married,?,Not-in-family,Black,Female,0,0,40,United-States,0
33,Private,202366,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,32,United-States,0
58,Private,242670,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,20,United-States,0
17,Private,145258,11th,7,Never-married,?,Other-relative,White,Female,0,0,25,United-States,0
39,Private,362685,Preschool,1,Widowed,?,Not-in-family,White,Female,0,0,20,El-Salvador,0
19,Private,292774,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
27,Private,29361,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,0,0,45,United-States,0
65,Private,123484,HS-grad,9,Widowed,?,Other-relative,White,Female,0,0,25,United-States,0
62,Private,139391,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,Ireland,1
62,Private,144583,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
18,Private,128538,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
21,Private,143995,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,20,United-States,0
47,Private,97075,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0
76,Private,191024,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,0
49,Private,350759,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
18,Private,40190,12th,8,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
19,Private,169324,Some-college,10,Never-married,?,Own-child,White,Male,0,0,10,United-States,0
17,Private,45037,10th,6,Never-married,?,Own-child,White,Female,0,0,25,United-States,0
38,Private,36425,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,25,United-States,0
36,Private,229533,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
29,Private,189282,HS-grad,9,Married-civ-spouse,?,Not-in-family,White,Female,0,0,27,United-States,0
66,Private,99888,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,0
69,Private,148694,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
23,Private,449101,HS-grad,9,Married-civ-spouse,?,Own-child,White,Female,0,0,30,United-States,0
20,Private,273905,HS-grad,9,Married-spouse-absent,?,Other-relative,White,Male,0,0,35,United-States,0
40,Private,162108,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,50,United-States,0
62,Private,190873,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,0
18,Private,387871,10th,6,Never-married,?,Own-child,White,Male,0,0,30,United-States,0
62,Private,181014,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
63,Private,445168,Bachelors,13,Widowed,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,56,United-States,0
21,Private,113760,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
70,Private,30140,9th,5,Never-married,?,Unmarried,White,Male,0,0,40,United-States,0
28,Private,375703,HS-grad,9,Divorced,?,Other-relative,Black,Female,0,1721,40,United-States,0
68,Private,123464,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,0
57,Private,176897,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,0
63,Private,321403,9th,5,Separated,?,Not-in-family,Black,Male,0,0,40,United-States,0
50,Private,284477,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
21,Private,107801,Some-college,10,Never-married,?,Own-child,White,Female,0,0,3,United-States,0
63,Private,247986,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,1
59,Private,43103,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
72,Private,166253,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,2,United-States,0
26,Private,157008,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,43739,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
20,Private,182117,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
20,Private,228326,Some-college,10,Never-married,?,Own-child,White,Male,0,0,60,United-States,0
41,Private,168071,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
36,Private,98776,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,0
20,Private,163665,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
21,Private,228649,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States,0
28,Private,30237,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,40,United-States,0
19,Private,182609,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,25,United-States,0
17,Private,110998,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,0
51,Private,157327,5th-6th,3,Married-civ-spouse,?,Husband,Black,Male,0,0,8,United-States,0
67,Private,132626,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,6,United-States,0
19,Private,191140,Some-college,10,Never-married,?,Own-child,White,Male,0,0,20,United-States,0
76,Private,312500,5th-6th,3,Widowed,?,Unmarried,White,Female,0,0,40,United-States,0
66,Private,170617,Masters,14,Widowed,?,Not-in-family,White,Male,0,0,6,United-States,0
61,Private,195789,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
44,Private,91949,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,0
20,Private,183083,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
20,Private,68620,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
22,Private,117618,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,25,United-States,0
20,Private,285208,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,0
61,Private,30475,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,1
18,Private,216508,12th,8,Never-married,?,Not-in-family,White,Male,0,0,25,United-States,0
38,Private,365465,Assoc-voc,11,Never-married,?,Own-child,White,Male,0,0,15,United-States,0
17,Private,159771,10th,6,Never-married,?,Own-child,Black,Male,0,0,6,England,0
32,Private,123971,11th,7,Divorced,?,Not-in-family,White,Female,0,0,49,United-States,0
43,Private,387839,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,40,United-States,0
18,Private,160984,11th,7,Never-married,?,Own-child,White,Female,0,0,6,United-States,0
60,Private,76449,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
52,Private,92968,Masters,14,Married-civ-spouse,?,Wife,White,Female,15024,0,40,United-States,1
61,Private,203849,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
49,Private,228372,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,1
66,Private,129476,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,6,United-States,0
17,Private,127003,9th,5,Never-married,?,Own-child,Black,Male,0,0,40,United-States,0
72,Private,76860,HS-grad,9,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,1,United-States,0
37,Private,172256,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,0
20,Private,41356,Assoc-acdm,12,Never-married,?,Not-in-family,White,Female,0,0,32,United-States,0
23,Private,381741,Assoc-acdm,12,Never-married,?,Own-child,White,Male,0,1721,20,United-States,0
78,Private,317311,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,40,United-States,0
29,Private,208406,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,0
27,Private,105189,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,Germany,0
18,Private,256191,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,25,United-States,0
26,Private,208994,Some-college,10,Never-married,?,Own-child,White,Male,0,0,12,United-States,0
23,Private,87569,Some-college,10,Separated,?,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,200426,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,12,United-States,0
27,Private,188711,Some-college,10,Divorced,?,Not-in-family,White,Male,0,0,30,United-States,0
33,Private,369386,Some-college,10,Married-civ-spouse,?,Wife,White,Female,5178,0,40,United-States,1
21,Private,171156,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,0
72,Private,305145,Bachelors,13,Widowed,?,Not-in-family,White,Male,0,0,4,United-States,0
17,Private,40299,10th,6,Never-married,?,Not-in-family,White,Female,0,0,30,United-States,0
30,Private,164940,HS-grad,9,Separated,?,Unmarried,Black,Female,0,0,25,United-States,0
42,Private,184018,Some-college,10,Divorced,?,Unmarried,White,Male,0,0,40,United-States,0
19,Private,200790,12th,8,Married-civ-spouse,?,Other-relative,White,Female,15024,0,40,United-States,1
18,Private,79990,11th,7,Never-married,?,Own-child,White,Male,0,0,35,United-States,0
20,Private,30796,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
35,Private,98080,Prof-school,15,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,4787,0,45,Japan,1
20,Private,144685,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,0,1602,40,Taiwan,0
51,Private,182543,1st-4th,2,Separated,?,Unmarried,White,Female,0,0,40,Mexico,0
18,Private,261276,Some-college,10,Never-married,?,Own-child,Black,Female,0,1602,40,Cambodia,0
64,Private,50171,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,10,United-States,0
69,Private,168794,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,48,United-States,0
19,Private,365871,7th-8th,4,Never-married,?,Not-in-family,White,Male,0,0,40,Mexico,0
23,Private,212210,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,0
20,Private,133061,9th,5,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
58,Private,53481,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,70,United-States,0
62,Private,191118,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
41,Private,339682,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,40,Mexico,0
71,Private,78786,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,2149,24,United-States,0
75,Private,222789,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,9,United-States,0
19,Private,91278,Some-college,10,Never-married,?,Own-child,White,Male,0,0,25,United-States,0
29,Private,168873,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,30,United-States,0
22,Private,228686,Some-college,10,Divorced,?,Own-child,White,Male,0,1602,25,United-States,0
24,Private,256240,7th-8th,4,Married-civ-spouse,?,Own-child,White,Male,0,0,60,United-States,0
31,Private,251167,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,30,Mexico,0
36,Private,187167,HS-grad,9,Separated,?,Not-in-family,White,Female,0,0,30,United-States,0
27,Private,204773,Assoc-acdm,12,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,0
25,Private,30840,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,40,Germany,0
38,Private,177273,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,35,United-States,0
25,Private,35829,Some-college,10,Divorced,?,Unmarried,White,Female,0,0,50,United-States,0
37,Private,299090,HS-grad,9,Divorced,?,Not-in-family,White,Female,0,0,30,United-States,0
18,Private,157131,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,12,United-States,0
52,Private,108211,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
50,Private,257117,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,0
34,Private,164309,11th,7,Married-civ-spouse,?,Wife,White,Female,0,0,8,United-States,0
64,Private,201368,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,0
62,Private,125493,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,5178,0,40,Scotland,1
22,Private,165065,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,Italy,0
42,Private,321086,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,0
64,Private,192715,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,1672,10,United-States,0
56,Private,119254,10th,6,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,267955,9th,5,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
71,Private,181301,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
26,Private,88513,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,0
37,Private,145064,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,32,United-States,0
17,Private,165069,10th,6,Never-married,?,Own-child,White,Male,0,1721,40,United-States,0
30,Private,126402,11th,7,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,0
64,Private,338355,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,0,15,United-States,0
60,Private,102310,Assoc-acdm,12,Divorced,?,Not-in-family,White,Female,0,0,45,Canada,0
28,Private,78388,10th,6,Never-married,?,Own-child,White,Female,0,0,38,United-States,0
21,Private,380219,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,United-States,0
57,Private,190514,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
23,Private,218415,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,United-States,0
35,Private,98989,9th,5,Divorced,?,Own-child,Amer-Indian-Eskimo,Male,0,0,38,United-States,0
26,Private,102541,10th,6,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
30,Private,96851,Some-college,10,Never-married,?,Not-in-family,White,Female,0,1719,25,United-States,0
21,Private,227521,Some-college,10,Never-married,?,Own-child,White,Female,0,0,15,United-States,0
17,Private,341395,10th,6,Never-married,?,Own-child,Black,Male,0,0,20,United-States,0
22,Private,177902,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,0
18,Private,323584,Some-college,10,Never-married,?,Own-child,White,Male,0,0,10,United-States,0
21,Private,176356,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,Germany,0
50,Private,194186,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,0
70,Private,133536,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,28,United-States,0
55,Private,105582,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,0
65,Private,104454,Bachelors,13,Widowed,?,Unmarried,White,Female,0,0,40,United-States,0
18,Private,116839,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,20,United-States,0
21,Private,436431,Preschool,1,Married-civ-spouse,?,Other-relative,White,Female,0,0,40,Mexico,0
64,Private,155142,HS-grad,9,Widowed,?,Not-in-family,Black,Male,0,0,20,United-States,0
66,Private,186061,Some-college,10,Widowed,?,Unmarried,Black,Female,0,4356,40,United-States,0
29,Private,227026,HS-grad,9,Never-married,?,Unmarried,Black,Male,0,0,40,United-States,0
55,Private,193895,7th-8th,4,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0
19,Private,194404,Some-college,10,Never-married,?,Own-child,White,Female,0,0,32,United-States,0
19,Private,175495,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,24,United-States,0
20,Private,137300,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,35,United-States,0
22,Private,186452,Some-college,10,Never-married,?,Own-child,White,Male,0,0,36,United-States,0
66,Private,206560,HS-grad,9,Widowed,?,Not-in-family,Other,Female,0,0,35,Puerto-Rico,0
87,Private,97295,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,3,United-States,0
23,Private,184699,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,0
35,Private,169809,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,0
24,Private,324469,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,38,United-States,0
54,Private,156877,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,20,United-States,0
18,Private,98549,HS-grad,9,Never-married,?,Own-child,White,Female,0,1602,35,United-States,0
48,Private,266337,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
20,Private,218875,Some-college,10,Never-married,?,Other-relative,White,Female,0,0,20,United-States,0
79,Private,23275,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,0
27,Private,204074,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,0
62,Private,122433,10th,6,Divorced,?,Unmarried,White,Male,0,0,35,United-States,0
70,Private,54849,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,1
19,Private,291509,12th,8,Never-married,?,Own-child,White,Male,0,0,28,United-States,0
70,Private,293076,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,0
19,Private,230874,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
35,Private,117528,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,1
66,Private,149422,7th-8th,4,Never-married,?,Not-in-family,White,Male,0,0,4,United-States,0
36,Private,172775,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,1
44,Private,256211,Assoc-voc,11,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,2129,40,Poland,0
72,Private,96867,5th-6th,3,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,0
60,Private,164730,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
51,Private,209794,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,3,United-States,1
28,Private,131310,HS-grad,9,Separated,?,Unmarried,White,Female,0,0,40,United-States,0
18,Private,202516,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,35,United-States,0
18,Private,97474,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
58,Private,141409,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
21,Private,278130,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
30,Private,108464,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
64,Private,232787,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
64,Private,80392,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,4,United-States,0
70,Private,207627,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,2228,0,24,United-States,0
33,Private,139051,11th,7,Separated,?,Unmarried,Black,Female,0,0,53,United-States,0
32,Private,640383,Bachelors,13,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0
